,home_team,away_team,home_goals,away_goals,result
203,Brentford,Manchester United,1.0,3.0,A
204,Watford,Norwich City,0.0,3.0,A
205,Everton,Aston Villa,0.0,1.0,A
206,Brentford,Wolverhampton Wanderers,1.0,2.0,A
207,Leeds United,Newcastle United,0.0,1.0,A
208,Manchester United,West Ham United,1.0,0.0,H
209,Southampton,Manchester City,1.0,1.0,D
210,Arsenal,Burnley,0.0,0.0,D
211,Crystal Palace,Liverpool,1.0,3.0,A
212,Leicester City,Brighton & Hove Albion,1.0,1.0,D
213,Chelsea,Tottenham Hotspur,2.0,0.0,H
214,Burnley,Watford,0.0,0.0,D
215,Newcastle United,Everton,3.0,1.0,H
216,West Ham United,Watford,1.0,0.0,H
217,Burnley,Manchester United,1.0,1.0,D
218,Manchester City,Brentford,2.0,0.0,H
219,Norwich City,Crystal Palace,1.0,1.0,D
220,Tottenham Hotspur,Southampton,2.0,3.0,A
221,Aston Villa,Leeds United,3.0,3.0,D
222,Liverpool,Leicester City,2.0,0.0,H
223,Wolverhampton Wanderers,Arsenal,0.0,1.0,A
224,Manchester United,Southampton,1.0,1.0,D
225,Brentford,Crystal Palace,0.0,0.0,D
226,Everton,Leeds United,3.0,0.0,H
227,Watford,Brighton & Hove Albion,0.0,2.0,A
228,Norwich City,Manchester City,0.0,4.0,A
229,Burnley,Liverpool,0.0,1.0,A
230,Newcastle United,Aston Villa,1.0,0.0,H
231,Tottenham Hotspur,Wolverhampton Wanderers,0.0,2.0,A
232,Leicester City,West Ham United,2.0,2.0,D
233,Manchester United,Brighton & Hove Albion,2.0,0.0,H
234,West Ham United,Newcastle United,1.0,1.0,D
235,Arsenal,Brentford,2.0,1.0,H
236,Aston Villa,Watford,0.0,1.0,A
237,Brighton & Hove Albion,Burnley,0.0,3.0,A
238,Crystal Palace,Chelsea,0.0,1.0,A
239,Liverpool,Norwich City,3.0,1.0,H
240,Southampton,Everton,2.0,0.0,H
241,Manchester City,Tottenham Hotspur,2.0,3.0,A
242,Leeds United,Manchester United,2.0,4.0,A
243,Wolverhampton Wanderers,Leicester City,2.0,1.0,H
244,Burnley,Tottenham Hotspur,1.0,0.0,H
245,Watford,Crystal Palace,1.0,4.0,A
246,Liverpool,Leeds United,6.0,0.0,H
247,Arsenal,Wolverhampton Wanderers,2.0,1.0,H
248,Southampton,Norwich City,2.0,0.0,H
249,Leeds United,Tottenham Hotspur,0.0,4.0,A
250,Brentford,Newcastle United,0.0,2.0,A
251,Crystal Palace,Burnley,1.0,1.0,D
252,Manchester United,Watford,0.0,0.0,D
253,Brighton & Hove Albion,Aston Villa,0.0,2.0,A
254,Everton,Manchester City,0.0,1.0,A
255,West Ham United,Wolverhampton Wanderers,1.0,0.0,H
256,Burnley,Leicester City,0.0,2.0,A
257,Leicester City,Leeds United,1.0,0.0,H
258,Aston Villa,Southampton,4.0,0.0,H
259,Burnley,Chelsea,0.0,4.0,A
260,Newcastle United,Brighton & Hove Albion,2.0,1.0,H
261,Norwich City,Brentford,1.0,3.0,A
262,Wolverhampton Wanderers,Crystal Palace,0.0,2.0,A
263,Liverpool,West Ham United,1.0,0.0,H
264,Watford,Arsenal,2.0,3.0,A
265,Manchester City,Manchester United,4.0,1.0,H
266,Tottenham Hotspur,Everton,5.0,0.0,H
267,Norwich City,Chelsea,1.0,3.0,A
268,Southampton,Newcastle United,1.0,2.0,A
269,Wolverhampton Wanderers,Watford,4.0,0.0,H
270,Leeds United,Aston Villa,0.0,3.0,A
271,Brighton & Hove Albion,Liverpool,0.0,2.0,A
272,Brentford,Burnley,2.0,0.0,H
273,Manchester United,Tottenham Hotspur,3.0,2.0,H
274,Chelsea,Newcastle United,1.0,0.0,H
275,Everton,Wolverhampton Wanderers,0.0,1.0,A
276,Leeds United,Norwich City,2.0,1.0,H
277,Southampton,Watford,1.0,2.0,A
278,West Ham United,Aston Villa,2.0,1.0,H
279,Arsenal,Leicester City,2.0,0.0,H
280,Crystal Palace,Manchester City,0.0,0.0,D
281,Brighton & Hove Albion,Tottenham Hotspur,0.0,2.0,A
282,Arsenal,Liverpool,0.0,2.0,A
283,Everton,Newcastle United,1.0,0.0,H
284,Wolverhampton Wanderers,Leeds United,2.0,3.0,A
285,Aston Villa,Arsenal,0.0,1.0,A
286,Leicester City,Brentford,2.0,1.0,H
287,Tottenham Hotspur,West Ham United,3.0,1.0,H
288,Liverpool,Watford,2.0,0.0,H
289,Brighton & Hove Albion,Norwich City,0.0,0.0,D
290,Burnley,Manchester City,0.0,2.0,A
291,Chelsea,Brentford,1.0,4.0,A
292,Leeds United,Southampton,1.0,1.0,D
293,Wolverhampton Wanderers,Aston Villa,2.0,1.0,H
294,Manchester United,Leicester City,1.0,1.0,D
295,West Ham United,Everton,2.0,1.0,H
296,Tottenham Hotspur,Newcastle United,5.0,1.0,H
297,Crystal Palace,Arsenal,3.0,0.0,H
298,Burnley,Everton,3.0,2.0,H
299,Newcastle United,Wolverhampton Wanderers,1.0,0.0,H
300,Everton,Manchester United,1.0,0.0,H
301,Arsenal,Brighton & Hove Albion,1.0,2.0,A
302,Southampton,Chelsea,0.0,6.0,A
303,Watford,Leeds United,0.0,3.0,A
304,Aston Villa,Tottenham Hotspur,0.0,4.0,A
305,Brentford,West Ham United,2.0,0.0,H
306,Leicester City,Crystal Palace,2.0,1.0,H
307,Norwich City,Burnley,2.0,0.0,H
308,Manchester City,Liverpool,2.0,2.0,D
309,Tottenham Hotspur,Brighton & Hove Albion,0.0,1.0,A
310,Manchester United,Norwich City,3.0,2.0,H
311,Southampton,Arsenal,1.0,0.0,H
312,Watford,Brentford,1.0,2.0,A
313,Newcastle United,Leicester City,2.0,1.0,H
314,West Ham United,Burnley,1.0,1.0,D
315,Liverpool,Manchester United,4.0,0.0,H
316,Chelsea,Arsenal,2.0,4.0,A
317,Everton,Leicester City,1.0,1.0,D
318,Newcastle United,Crystal Palace,1.0,0.0,H
319,Manchester City,Brighton & Hove Albion,3.0,0.0,H
320,Burnley,Southampton,2.0,0.0,H
321,Arsenal,Manchester United,3.0,1.0,H
322,Leicester City,Aston Villa,0.0,0.0,D
323,Manchester City,Watford,5.0,1.0,H
324,Norwich City,Newcastle United,0.0,3.0,A
325,Brentford,Tottenham Hotspur,0.0,0.0,D
326,Brighton & Hove Albion,Southampton,2.0,2.0,D
327,Burnley,Wolverhampton Wanderers,1.0,0.0,H
328,Chelsea,West Ham United,1.0,0.0,H
329,Liverpool,Everton,2.0,0.0,H
330,Crystal Palace,Leeds United,0.0,0.0,D
331,Manchester United,Chelsea,1.0,1.0,D
332,Newcastle United,Liverpool,0.0,1.0,A
333,Aston Villa,Norwich City,2.0,0.0,H
334,Southampton,Crystal Palace,1.0,2.0,A
335,Watford,Burnley,1.0,2.0,A
336,Wolverhampton Wanderers,Brighton & Hove Albion,0.0,3.0,A
337,Leeds United,Manchester City,0.0,4.0,A
338,Everton,Chelsea,1.0,0.0,H
339,Tottenham Hotspur,Leicester City,3.0,1.0,H
340,West Ham United,Arsenal,1.0,2.0,A
341,Manchester United,Brentford,3.0,0.0,H
342,Brentford,Southampton,3.0,0.0,H
343,Burnley,Aston Villa,1.0,3.0,A
344,Chelsea,Wolverhampton Wanderers,2.0,2.0,D
345,Crystal Palace,Watford,1.0,0.0,H
346,Brighton & Hove Albion,Manchester United,4.0,0.0,H
347,Liverpool,Tottenham Hotspur,1.0,1.0,D
348,Arsenal,Leeds United,2.0,1.0,H
349,Leicester City,Everton,1.0,2.0,A
350,Norwich City,West Ham United,0.0,4.0,A
351,Manchester City,Newcastle United,5.0,0.0,H
352,Aston Villa,Liverpool,1.0,2.0,A
353,Leeds United,Chelsea,0.0,3.0,A
354,Leicester City,Norwich City,3.0,0.0,H
355,Watford,Everton,0.0,0.0,D
356,Wolverhampton Wanderers,Manchester City,1.0,5.0,A
357,Tottenham Hotspur,Arsenal,3.0,0.0,H
358,Tottenham Hotspur,Burnley,1.0,0.0,H
359,Aston Villa,Crystal Palace,1.0,1.0,D
360,Leeds United,Brighton & Hove Albion,1.0,1.0,D
361,Watford,Leicester City,1.0,5.0,A
362,West Ham United,Manchester City,2.0,2.0,D
363,Wolverhampton Wanderers,Norwich City,1.0,1.0,D
364,Everton,Brentford,2.0,3.0,A
365,Newcastle United,Arsenal,2.0,0.0,H
366,Southampton,Liverpool,1.0,2.0,A
367,Everton,Crystal Palace,3.0,2.0,H
368,Aston Villa,Burnley,1.0,1.0,D
369,Chelsea,Leicester City,1.0,1.0,D
370,Arsenal,Everton,5.0,1.0,H
371,Brentford,Leeds United,1.0,2.0,A
372,Brighton & Hove Albion,West Ham United,3.0,1.0,H
373,Burnley,Newcastle United,1.0,2.0,A
374,Chelsea,Watford,2.0,1.0,H
375,Crystal Palace,Manchester United,1.0,0.0,H
376,Leicester City,Southampton,4.0,1.0,H
377,Liverpool,Wolverhampton Wanderers,3.0,1.0,H
378,Manchester City,Aston Villa,3.0,2.0,H
379,Norwich City,Tottenham Hotspur,0.0,5.0,A
